# hx, hy, hz, energy, energy_var, mag, mag_var, abs_mag, abs_mag_var, wilson, wilson_var
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.279997103195674555e+02 1.157854980822986676e-03 3.131230672200520382e-05 7.799793296094825919e-03 6.948729356129963730e-02 2.971310310081144799e-03 9.999912237798359582e-01 1.075183281661310505e-06
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000056e-01 -1.283229842047313127e+02 3.700042139108459084e-04 5.104492108027140068e-02 8.033554862113666956e-03 8.176706234614053437e-02 3.953286345487170422e-03 9.948210059553250773e-01 3.234621258469473929e-04
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000111e-01 -1.293335616994380644e+02 2.487883079187713765e-04 1.089062690734863281e-01 8.791544868548346187e-03 1.193048159281412668e-01 6.418481208407279467e-03 9.769249605790268909e-01 1.445626533403729375e-03
0.000000000000000000e+00 0.000000000000000000e+00 2.999999999999999889e-01 -1.312106446108961677e+02 1.009474552896252181e-02 1.930106083552042551e-01 1.122263125951721875e-02 1.949353615442911691e-01 1.047593101675974893e-02 9.312166201250020592e-01 4.353203414568936405e-03
0.000000000000000000e+00 0.000000000000000000e+00 3.099999999999999978e-01 -1.314685852020437551e+02 1.886788423920507038e-02 2.069289286931355609e-01 1.203518524607558211e-02 2.084728479385375977e-01 1.139383844855975172e-02 9.217493232464628594e-01 5.058108103705640825e-03
0.000000000000000000e+00 0.000000000000000000e+00 3.300000000000000155e-01 -1.320431865993440965e+02 5.250340262805820030e-02 2.448912064234415598e-01 1.471208618029922616e-02 2.457378307978312082e-01 1.429670767860437286e-02 8.938819587055439886e-01 7.185280757225306382e-03
0.000000000000000000e+00 0.000000000000000000e+00 3.499999999999999778e-01 -1.327733800131553608e+02 1.586833707957373552e-01 3.219176133473714008e-01 2.132752254313016738e-02 3.222440878550211218e-01 2.111722016888330222e-02 8.329579229367846116e-01 1.168372350045650612e-02
0.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000222e-01 -1.358635692900838308e+02 2.403291174013076903e-01 5.512635707855224609e-01 2.143586198351006902e-02 5.512677828470865515e-01 2.143121805357218329e-02 6.606170889359362919e-01 9.785061646989164780e-03
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 -1.443584630123069132e+02 3.639135747438780599e-02 7.252580324808756140e-01 1.428781159481534203e-02 7.252580324808756140e-01 1.428781159481534203e-02 5.649678204774696288e-01 6.221542299374847873e-03
0.000000000000000000e+00 0.000000000000000000e+00 5.999999999999999778e-01 -1.543350555647112969e+02 1.519513301654429327e-02 8.013580640157063062e-01 1.064475261043501021e-02 8.013580640157063062e-01 1.064475261043501021e-02 5.352061969906143357e-01 6.475234391582995915e-03
0.000000000000000000e+00 0.000000000000000000e+00 6.999999999999999556e-01 -1.651539862819917346e+02 7.747215866453724745e-03 8.475141127904255445e-01 8.288633054006152093e-03 8.475141127904255445e-01 8.288633054006152093e-03 5.209500532733427614e-01 6.718939942368736158e-03
