# hx, hy, hz, energy, energy_var, mag, mag_var, abs_mag, abs_mag_var, wilson, wilson_var, exact_energy
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.799999999551271657e+01 1.803237648362277167e-08 -1.202994613647145883e-10 5.555555538463041731e-02 1.757717891780462560e-01 2.465983351377885532e-02 9.999999993795236630e-01 3.576912170371975425e-10 -1.800000000000004263e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000056e-01 -1.804542325794348301e+01 2.861902731023991710e-06 5.095601032289468618e-02 5.698602170790120769e-02 1.822245363392925588e-01 2.637675505185798144e-02 9.948498573555726310e-01 2.282031143696569737e-03 -1.804781420138848347e+01
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000111e-01 -1.819170425359925503e+01 2.494618421147134406e-04 1.127644929843091559e-01 6.554381004083861817e-02 2.081533302783096784e-01 3.493183201289581929e-02 9.761073074049158027e-01 1.046677635531550674e-02 -1.821049563823061135e+01
0.000000000000000000e+00 0.000000000000000000e+00 2.999999999999999889e-01 -1.853031227228818523e+01 2.694980241614958975e-03 2.476543928350927182e-01 1.074832387371395248e-01 3.119557288966755548e-01 7.149956023620175627e-02 9.106861234215504197e-01 3.658275040507175113e-02 -1.855577054356151478e+01
0.000000000000000000e+00 0.000000000000000000e+00 3.200000000000000067e-01 -1.864119760147841021e+01 2.729576479230368113e-03 2.941156440854116316e-01 1.203046776981795268e-01 3.510866834562671457e-01 8.354683049363489933e-02 8.842376527317507007e-01 4.541685007150660092e-02 -1.865922083958269440e+01
0.000000000000000000e+00 0.000000000000000000e+00 3.400000000000000244e-01 -1.876788296555322688e+01 2.081245427777396635e-03 3.451718582868087970e-01 1.312443726041892245e-01 3.942577421823844630e-01 9.494881708660635189e-02 8.534714832368190951e-01 5.420879330099169502e-02 -1.877794027948535316e+01
0.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000222e-01 -1.923820590862147029e+01 1.645562464081560335e-04 5.021091997487598935e-01 1.424020699388044153e-01 5.290175961946876892e-01 1.146561013275387425e-01 7.506148752680141811e-01 7.132118140777610193e-02 -1.923858788840412615e+01
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 -2.034189055229929721e+01 4.034800657592971634e-08 7.052147114906159864e-01 1.097353979347014397e-01 7.127688125478587322e-01 9.902380709660921210e-02 6.133201809794808224e-01 6.347775511036053697e-02 -2.034189058840840403e+01
0.000000000000000000e+00 0.000000000000000000e+00 5.999999999999999778e-01 -2.171662359929371533e+01 7.929020906353668028e-09 8.101524135009590122e-01 7.605361759851844705e-02 8.123874140296130086e-01 7.242724022622523683e-02 5.511353073155157434e-01 4.797860636706996473e-02 -2.171662360271273329e+01
0.000000000000000000e+00 0.000000000000000000e+00 6.999999999999999556e-01 -2.322948321005289074e+01 1.301729444445835188e-08 8.656127566163061005e-01 5.542396035588769559e-02 8.664057828627143021e-01 5.405042419481446980e-02 5.256849817247414292e-01 3.926756676807969387e-02 -2.322948321372531311e+01
0.000000000000000000e+00 0.000000000000000000e+00 8.000000000000000444e-01 -2.481986251538882726e+01 1.354615134122135759e-08 8.989640961909652894e-01 4.239048896921532306e-02 8.992931246645692323e-01 4.179881114068980524e-02 5.142138512562274277e-01 3.475629463448757367e-02 -2.481986251840855573e+01
