hx hy hz energy energy_err energy_var mag mag_err mag_var abs_mag abs_mag_err abs_mag_var exact_energy
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.599999997089612158e+01 0.000000000000000000e+00 2.328310172675807100e-07 -2.498001805406602216e-16 0.000000000000000000e+00 6.152714502137338060e-02 1.804714500827456214e-01 0.000000000000000000e+00 2.895720072640443551e-02 -1.600000000000002132e+01
0.000000000000000000e+00 1.000000000000000056e-01 0.000000000000000000e+00 -1.600904720953572280e+01 0.000000000000000000e+00 2.017084370050854260e-04 -1.602633781030982085e-07 0.000000000000000000e+00 6.927208962536308967e-02 1.946381597406037223e-01 0.000000000000000000e+00 3.138807639818003148e-02 -1.604014962025006952e+01
0.000000000000000000e+00 1.499999999999999944e-01 0.000000000000000000e+00 -1.602443767421141985e+01 0.000000000000000000e+00 1.182547906141821672e-03 2.384036089549124160e-07 0.000000000000000000e+00 5.745573143033695651e-02 1.717606700239957540e-01 0.000000000000000000e+00 2.795400366330185599e-02 -1.609075498230006573e+01
0.000000000000000000e+00 2.000000000000000111e-01 0.000000000000000000e+00 -1.604615962477188162e+01 0.000000000000000000e+00 4.161915080792671570e-03 3.599901943554528749e-08 0.000000000000000000e+00 5.360514210959670123e-02 1.629879398679740521e-01 0.000000000000000000e+00 2.704007356719167338e-02 -1.616237479681548805e+01
0.000000000000000000e+00 2.500000000000000000e-01 0.000000000000000000e+00 -1.608014267732196600e+01 0.000000000000000000e+00 1.246439868261684999e-02 -4.382600729928298744e-07 0.000000000000000000e+00 4.631775305440929275e-02 1.445777128140636192e-01 0.000000000000000000e+00 2.541503801205551027e-02 -1.625576071228445585e+01
0.000000000000000000e+00 2.999999999999999889e-01 0.000000000000000000e+00 -1.612106980183877525e+01 0.000000000000000000e+00 8.340491846385028607e-02 -3.239545123916165448e-05 0.000000000000000000e+00 4.030620746030594281e-02 1.283835142246239625e-01 0.000000000000000000e+00 2.382388178510697757e-02 -1.637184639770741157e+01
0.000000000000000000e+00 3.499999999999999778e-01 0.000000000000000000e+00 -1.619475744562668140e+01 0.000000000000000000e+00 6.217351096815078304e-02 -5.771324362354585125e-07 0.000000000000000000e+00 2.977498312335730493e-02 9.783859887134280231e-02 0.000000000000000000e+00 2.020259169458286583e-02 -1.651171777200136859e+01
0.000000000000000000e+00 4.000000000000000222e-01 0.000000000000000000e+00 -1.627436813307481245e+01 0.000000000000000000e+00 1.189123816220344909e-01 -2.367792832531911973e-07 0.000000000000000000e+00 2.281868462689389671e-02 7.731791770605281333e-02 0.000000000000000000e+00 1.684062422855000726e-02 -1.667657178043500821e+01
0.000000000000000000e+00 4.500000000000000111e-01 0.000000000000000000e+00 -1.636543668951265573e+01 0.000000000000000000e+00 2.811630822692084974e-01 -1.121459820667674440e-05 0.000000000000000000e+00 1.508664233124868553e-02 5.383376870540938774e-02 0.000000000000000000e+00 1.218856780398838366e-02 -1.686766236548076137e+01
0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 -1.646480950647106667e+01 0.000000000000000000e+00 3.236822973758974320e-01 -3.803126747874488456e-07 0.000000000000000000e+00 1.316528710874519288e-02 4.808693991122933026e-02 0.000000000000000000e+00 1.085293331886364940e-02 -1.708623364055884153e+01
0.000000000000000000e+00 5.999999999999999778e-01 0.000000000000000000e+00 -1.736959101153045992e+01 0.000000000000000000e+00 1.098540551768356632e+00 2.024505798420284108e-07 0.000000000000000000e+00 2.914415243544026327e-02 1.021423364611735579e-01 0.000000000000000000e+00 1.871109553773366713e-02 -1.761027489328892415e+01
0.000000000000000000e+00 6.999999999999999556e-01 0.000000000000000000e+00 -1.803789463856307762e+01 0.000000000000000000e+00 3.259696221038324015e-01 3.857902997062012673e-09 0.000000000000000000e+00 3.658264534691271080e-02 1.237680503377009134e-01 0.000000000000000000e+00 2.126411506251705760e-02 -1.825542426081208092e+01
0.000000000000000000e+00 8.000000000000000444e-01 0.000000000000000000e+00 -1.902323771743447622e+01 0.000000000000000000e+00 1.368552046422497775e-04 1.983666009230944383e-11 0.000000000000000000e+00 6.239575916563172564e-02 1.868189995392234015e-01 0.000000000000000000e+00 2.749442057679537393e-02 -1.902340711060134737e+01
0.000000000000000000e+00 9.000000000000000222e-01 0.000000000000000000e+00 -1.990985228725373446e+01 0.000000000000000000e+00 1.233384939444519099e-05 -3.091790712339559377e-12 0.000000000000000000e+00 6.245966685318662948e-02 1.881247041640277118e-01 0.000000000000000000e+00 2.706876253638368021e-02 -1.990986244581985787e+01
