hx hy hz energy energy_err energy_var mag mag_err mag_var abs_mag abs_mag_err abs_mag_var
1.000000000000000056e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.407966936035649042e+01 7.032157785496553090e-05 3.339372852054473917e-04 2.452222583043878884e-02 8.984439710193354309e-04 1.496701821262719743e-02 2.452222583043878884e-02 8.984439710193354309e-04 1.496701821262719743e-02
2.000000000000000111e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.431983824698613716e+01 1.080952281795032228e-03 4.513193506790925957e-02 4.992139958746361766e-02 9.592699869355232221e-04 1.567349447351092800e-02 4.992139958746361766e-02 9.592699869355232221e-04 1.567349447351092800e-02
2.999999999999999889e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.471968415740175828e+01 3.504145210396232731e-03 3.529308201326597505e-01 7.537267065150508871e-02 9.763913468042224484e-04 1.573961224247252128e-02 7.537267065150508871e-02 9.763913468042224484e-04 1.573961224247252128e-02
3.300000000000000155e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.487376428399589656e+01 4.564218026761340634e-03 6.292760456575801076e-01 8.419223574360931717e-02 9.286120221029893528e-04 1.638855670037825743e-02 8.419223574360931717e-02 9.286120221029893528e-04 1.638855670037825743e-02
3.400000000000000244e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.493806120585054487e+01 3.403720062235936292e-03 5.822479506762858747e-01 8.762997506509916101e-02 1.032254087280940532e-03 1.696447554107411576e-02 8.762997506509916101e-02 1.032254087280940532e-03 1.696447554107411576e-02
3.499999999999999778e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.498573173098264988e+01 3.548198825359836269e-03 5.464752437166134902e-01 8.992668805982817481e-02 9.937774438370282695e-04 1.627238695032859339e-02 8.992668805982817481e-02 9.937774438370282695e-04 1.627238695032859339e-02
3.599999999999999867e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.505215830101562346e+01 4.481845121104281043e-03 8.225631572580333062e-01 9.399375977348464750e-02 1.001024890728226084e-03 1.748632476480157030e-02 9.399375977348464750e-02 1.001024890728226084e-03 1.748632476480157030e-02
3.699999999999999956e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.510780613995947874e+01 4.077909616380276901e-03 7.644417321504789475e-01 9.563718376061489113e-02 9.898561111049226837e-04 1.685776470910183705e-02 9.563718376061489113e-02 9.898561111049226837e-04 1.685776470910183705e-02
3.800000000000000044e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.516836732087543282e+01 4.215196557278352851e-03 8.154253445181320892e-01 9.741387120422531631e-02 1.008610698367425583e-03 1.644614991996719983e-02 9.741387120422531631e-02 1.008610698367425583e-03 1.644614991996719983e-02
3.900000000000000133e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.522236013075234951e+01 4.191963452666366136e-03 8.095168327345958481e-01 1.009349379309079087e-01 9.549307785688854622e-04 1.638324475432297728e-02 1.009349379309079087e-01 9.549307785688854622e-04 1.638324475432297728e-02
4.000000000000000222e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.528827807089439261e+01 4.178615701926223849e-03 8.176790050563365053e-01 1.046150041546486109e-01 1.003426549505305378e-03 1.676761285016265673e-02 1.046150041546486109e-01 1.003426549505305378e-03 1.676761285016265673e-02
4.099999999999999756e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.536733412941850929e+01 4.437490390151077775e-03 1.159163894166658659e+00 1.094980232007247006e-01 1.108792401159642551e-03 1.823547227613086380e-02 1.094980232007247006e-01 1.108792401159642551e-03 1.823547227613086380e-02
4.199999999999999845e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.544627796762196681e+01 5.932140918746346171e-03 1.683168974796977357e+00 1.127210896192390732e-01 1.088519649706734625e-03 1.930825004678871082e-02 1.127210896192390732e-01 1.088519649706734625e-03 1.930825004678871082e-02
4.299999999999999933e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.551810658917887054e+01 4.665162506235980694e-03 1.353384123097342906e+00 1.169344829640528716e-01 1.088723411619629648e-03 1.896624195618386993e-02 1.169344829640528716e-01 1.088723411619629648e-03 1.896624195618386993e-02
4.400000000000000022e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.559605873547420174e+01 6.176583441388991576e-03 1.750828907929035561e+00 1.228311807946054213e-01 1.191057484848053339e-03 2.036761844914385111e-02 1.228311807946054213e-01 1.191057484848053339e-03 2.036761844914385111e-02
4.500000000000000111e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.567280373716923236e+01 5.676850047645448129e-03 1.969612187053468411e+00 1.286754273911611957e-01 1.224281500281074837e-03 2.145643195000499631e-02 1.286754273911611957e-01 1.224281500281074837e-03 2.145643195000499631e-02
5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.824848668073130398e+01 1.924836186522329998e-03 2.429135891001916736e-01 8.411739029983367200e-01 9.816637702999024464e-04 3.902021360718803400e-02 8.411739029983367200e-01 9.816637702999024464e-04 3.902021360718803400e-02
5.999999999999999778e-01 0.000000000000000000e+00 0.000000000000000000e+00 -7.385607323725611195e+01 1.283966659652845468e-03 1.071218058243493254e-01 9.022505178519033553e-01 6.049160586607228111e-04 2.330486868586189794e-02 9.022505178519033553e-01 6.049160586607228111e-04 2.330486868586189794e-02
