# hx, hy, hz, energy, energy_var, mag, mag_var, abs_mag, abs_mag_var
0.000000000000000000e+00 0.000000000000000000e+00 8.000000000000000444e-01 -8.574300387177936500e+01 1.851616425472571437e-01 9.483630259831745679e-01 1.252789119067977165e-02 9.483630259831745679e-01 1.252789119067977165e-02
0.000000000000000000e+00 0.000000000000000000e+00 6.999999999999999556e-01 -7.841897225879318967e+01 1.533250601636552979e+01 9.155751864115396765e-01 1.888108660990736598e-02 9.155786832173664624e-01 1.887468342038623945e-02
0.000000000000000000e+00 0.000000000000000000e+00 5.999999999999999778e-01 -6.518670946930913601e+01 4.398365805268566930e+01 7.186857461929321289e-01 5.372406005269662194e-02 7.188957134882608679e-01 5.342221496179257179e-02
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 -6.217354628396197569e+01 2.941304120173871439e+01 3.950611750284830359e-01 1.324799853730130317e-01 4.048509597778320312e-01 1.246490177548669892e-01
0.000000000000000000e+00 0.000000000000000000e+00 4.500000000000000111e-01 -6.040935043729282938e+01 2.272830829777171857e+01 2.016867796579996652e-01 5.466978281946745233e-02 2.184614340464273996e-01 4.762194174266041330e-02
0.000000000000000000e+00 0.000000000000000000e+00 4.400000000000000022e-01 -6.050226420059553334e+01 2.204727849261260531e+01 1.323183377583821430e-01 1.959731845451844617e-02 1.524524688720703125e-01 1.386370569647018061e-02
0.000000000000000000e+00 0.000000000000000000e+00 4.299999999999999933e-01 -6.040674314593836414e+01 2.216235611594548516e+01 1.272237300872802734e-01 1.915227097737215445e-02 1.484749317169189453e-01 1.329334312634955495e-02
0.000000000000000000e+00 0.000000000000000000e+00 4.199999999999999845e-01 -6.041037611761350945e+01 2.200314101726610616e+01 1.225438912709553990e-01 1.877288273650239842e-02 1.446735858917236328e-01 1.285944156956020379e-02
0.000000000000000000e+00 0.000000000000000000e+00 4.099999999999999756e-01 -6.023476781117252443e+01 2.286172137864546272e+01 1.181048949559529576e-01 1.851393623064565355e-02 1.416321992874145508e-01 1.240302256821242469e-02
0.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000222e-01 -6.044266095384921300e+01 2.102701952725556112e+01 1.140487988789876256e-01 1.821722160879188715e-02 1.384421984354654855e-01 1.205810782688685259e-02
0.000000000000000000e+00 0.000000000000000000e+00 3.900000000000000133e-01 -6.045630523618982011e+01 2.161710081905705039e+01 1.103438536326090402e-01 1.803118745131213410e-02 1.358066399892171039e-01 1.176351002064595502e-02
0.000000000000000000e+00 0.000000000000000000e+00 3.800000000000000044e-01 -6.028831836417700174e+01 2.157247000899153377e+01 1.073055267333984375e-01 1.796683805514476262e-02 1.339536507924397601e-01 1.153773356205394819e-02
0.000000000000000000e+00 0.000000000000000000e+00 3.699999999999999956e-01 nan nan 1.083991130193074498e-01 1.767662299440865559e-02 1.341289281845092773e-01 1.143642132185599715e-02
0.000000000000000000e+00 0.000000000000000000e+00 3.599999999999999867e-01 nan nan 1.040109395980834961e-01 1.768117001145223105e-02 1.315014759699503488e-01 1.120680738525297628e-02
0.000000000000000000e+00 0.000000000000000000e+00 3.300000000000000155e-01 nan nan 9.016656875610351562e-02 1.716051136137745209e-02 1.231130758921305246e-01 1.013369202700510445e-02
0.000000000000000000e+00 0.000000000000000000e+00 2.999999999999999889e-01 nan nan 8.344209194183349609e-02 1.691973806398531371e-02 1.190256675084431920e-01 9.715211245784241556e-03
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000111e-01 -5.919207309627780944e+01 2.281807956041379626e+01 5.134224891662597656e-02 1.607918125161707582e-02 1.036581198374430246e-01 7.970201967200156445e-03
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000056e-01 nan nan 4.538154602050781250e-02 1.586761305831411312e-02 1.014784971872965402e-01 7.629212386133430585e-03
4.199999999999999845e-01 0.000000000000000000e+00 0.000000000000000000e+00 -5.891406399477283173e+01 2.082066520310656443e+01 -3.003279368082681930e-04 1.557806551939064713e-02 9.363849957784016464e-02 6.809987113071099343e-03
