# hx, hy, hz, energy, energy_var, mag, mag_var, abs_mag, abs_mag_var, exact_energy
0.000000000000000000e+00 9.000000000000000222e-01 0.000000000000000000e+00 -1.990986209344491442e+01 1.398072669008658866e-06 5.892474165351268001e-01 2.732322756411295073e-01 5.892474165351268001e-01 2.732322756411295073e-01 -1.990986244581984366e+01
0.000000000000000000e+00 8.000000000000000444e-01 0.000000000000000000e+00 -1.902340708872324271e+01 5.773320465807960453e-07 5.177802004972695826e-01 2.908626561783624886e-01 5.177802004972695826e-01 2.908626561783624886e-01 -1.902340711060130829e+01
0.000000000000000000e+00 7.700000000000000178e-01 0.000000000000000000e+00 -1.878025651578607125e+01 3.628291918891447294e-07 4.952854649683364752e-01 2.946474580143376709e-01 4.952854649683364752e-01 2.946474580143376709e-01 -1.878025652961830971e+01
0.000000000000000000e+00 6.999999999999999556e-01 0.000000000000000000e+00 -1.825542425171691008e+01 2.363488468403674513e-07 4.417363967203061792e-01 3.003790010753986106e-01 4.417363967203061792e-01 3.003790010753986106e-01 -1.825542426081204539e+01
0.000000000000000000e+00 5.999999999999999778e-01 0.000000000000000000e+00 -1.761027486872163195e+01 1.713118419081326346e-07 3.648922761434716389e-01 3.009914942832181972e-01 3.648922761434716389e-01 3.009914942832181972e-01 -1.761027489328900941e+01
0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 -1.708623349747956155e+01 2.027167849302512198e-07 2.908857281408497308e-01 2.941175786918107660e-01 2.908857281408497308e-01 2.941175786918107660e-01 -1.708623364055888416e+01
0.000000000000000000e+00 4.199999999999999845e-01 0.000000000000000000e+00 -1.674978838041144513e+01 4.481513393398686211e-07 2.354470667832537778e-01 2.852244065685252683e-01 2.354470667832537778e-01 2.852244065685252683e-01 -1.674978894328685186e+01
0.000000000000000000e+00 4.000000000000000222e-01 0.000000000000000000e+00 -1.667656946390585659e+01 1.463102243909976815e-06 2.222012128957719934e-01 2.827600742204519069e-01 2.222012128957719934e-01 2.827600742204519069e-01 -1.667657178043500821e+01
0.000000000000000000e+00 3.800000000000000044e-01 0.000000000000000000e+00 -1.660755033124003788e+01 1.566193052793562858e-06 2.092093513500876689e-01 2.802550813105100236e-01 2.092093513500876689e-01 2.802550813105100236e-01 -1.660755256402640967e+01
0.000000000000000000e+00 2.999999999999999889e-01 0.000000000000000000e+00 -1.637184156073854524e+01 2.427923377635397179e-06 1.597310771743076230e-01 2.703063770405051414e-01 1.597310771743076230e-01 2.703063770405051414e-01 -1.637184639770743644e+01
0.000000000000000000e+00 2.000000000000000111e-01 0.000000000000000000e+00 -1.616236232543070628e+01 3.998226648047467090e-06 1.029437505827737465e-01 2.595635250644277026e-01 1.029437505827737465e-01 2.595635250644277026e-01 -1.616237479681544542e+01
0.000000000000000000e+00 1.000000000000000056e-01 0.000000000000000000e+00 -1.604013385047565876e+01 3.607355375213992692e-06 5.035351414683145871e-02 2.523743461934392363e-01 5.035351414683145871e-02 2.523743461934392363e-01 -1.604014962025007662e+01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.599999998943140156e+01 1.692298403697851662e-07 2.459616604160212526e-05 2.498796946946089115e-01 2.459616604160212526e-05 2.498796946946089115e-01 -1.600000000000001421e+01
