# hx, hy, hz, energy, energy_var, mag, mag_var, abs_mag, abs_mag_var, wilson, wilson_var
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.279998729627446750e+02 5.078381444868799652e-04 -7.867813110351562500e-05 7.804015669914102574e-03 6.952091058095295761e-02 2.970864852157559070e-03 9.999969430521187252e-01 3.211930223934147061e-07
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000056e-01 -1.283229256989792191e+02 6.021472598063874835e-04 5.089424053827921318e-02 8.017417159881367467e-03 8.171135187149047852e-02 3.930895855183061741e-03 9.948470497300455628e-01 3.230578816163314458e-04
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000111e-01 -1.293332973308540659e+02 1.276051679718493781e-03 1.088061134020487375e-01 8.749326228003517086e-03 1.190727353096008301e-01 6.409780247552750339e-03 9.769795755364278911e-01 1.437305961446361160e-03
0.000000000000000000e+00 0.000000000000000000e+00 2.999999999999999889e-01 -1.312067073303667257e+02 7.518102570516509500e-03 1.911283334096272601e-01 1.093641705816455513e-02 1.930856704711914062e-01 1.018438074879668420e-02 9.326024498317500022e-01 4.203339724894269991e-03
0.000000000000000000e+00 0.000000000000000000e+00 3.099999999999999978e-01 -1.314729226811411422e+02 2.785797289059759388e-02 2.126548290252685547e-01 1.286701606608176007e-02 2.140901088714599609e-01 1.225451765725438236e-02 9.172694743193102740e-01 5.562676245160048417e-03
0.000000000000000000e+00 0.000000000000000000e+00 3.300000000000000155e-01 -1.212360447610090404e+02 3.083760827097710830e+02 2.152306437492370605e-01 1.088304858814718480e-02 2.162809967994689941e-01 1.042980902028626568e-02 7.745777774077902134e-01 5.293691148043986466e-02
0.000000000000000000e+00 0.000000000000000000e+00 3.499999999999999778e-01 -1.284554719256086059e+02 2.293845833087485175e+01 2.429410616556803293e-01 1.159240827289270172e-02 2.435246706008911133e-01 1.130850252000925593e-02 7.730758029566400236e-01 2.337325592830712465e-02
0.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000222e-01 -1.322902927745877832e+02 1.888468133901774593e+01 3.565884232521057129e-01 1.854470997803166557e-02 3.566576441129048480e-01 1.849533847128704417e-02 7.393168063821232705e-01 1.933590908066969150e-02
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 -1.334778654724273679e+02 2.731369739872553737e+01 5.498363574345905835e-01 1.210159964212525509e-02 5.498363574345905835e-01 1.210159964212525509e-02 4.432990676910921191e-01 2.792409626417708540e-02
0.000000000000000000e+00 0.000000000000000000e+00 5.999999999999999778e-01 -1.492494006649002358e+02 2.176631781924102782e+00 6.595117251078287390e-01 1.120705712065096435e-02 6.595117251078287390e-01 1.120705712065096435e-02 5.916735107027147889e-01 6.250174995536525446e-03
0.000000000000000000e+00 0.000000000000000000e+00 6.999999999999999556e-01 -1.552346683198996118e+02 1.483348888505667063e+01 7.235010266304016113e-01 1.162198455393218845e-02 7.235010266304016113e-01 1.162198455393218845e-02 4.602937540230527258e-01 7.688186451468533196e-03
0.000000000000000000e+00 0.000000000000000000e+00 8.000000000000000444e-01 -1.659778402697359070e+02 1.590299409730859459e+01 7.681153416633605957e-01 1.027638825237531250e-02 7.681153416633605957e-01 1.027638825237531250e-02 4.578346125927287291e-01 9.200109995577772717e-03
