# hx, hy, hz, mag, mag_var, energy, energy_var
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.321372985839843750e-01 2.386472916320471049e-04 -3.199951183040611014e+01 2.651231716469477700e-04
6.666666666666666574e-02 0.000000000000000000e+00 6.666666666666666574e-02 1.357402801513671875e-01 2.593150197694266894e-04 -3.207106770724737288e+01 9.075001920549001901e-05
1.333333333333333315e-01 0.000000000000000000e+00 1.333333333333333315e-01 1.469089984893798828e-01 2.832217807509348822e-04 -3.228941894003675372e+01 1.412720388955367873e-04
2.000000000000000111e-01 0.000000000000000000e+00 2.000000000000000111e-01 1.638150215148925781e-01 3.591683601477680407e-04 -3.266845361903504141e+01 3.523064738947986039e-04
2.666666666666666630e-01 0.000000000000000000e+00 2.666666666666666630e-01 1.935985088348388672e-01 4.533663371227300912e-04 -3.324418329006078920e+01 5.940795379181762178e-04
3.333333333333333148e-01 0.000000000000000000e+00 3.333333333333333148e-01 2.380263805389404297e-01 6.468913838022097643e-04 -3.410630249270658965e+01 9.019034412827487465e-04
4.000000000000000222e-01 0.000000000000000000e+00 4.000000000000000222e-01 2.939999103546142578e-01 1.023026829611169272e-03 -3.542697645223225322e+01 1.179906047696803635e-03
4.666666666666666741e-01 0.000000000000000000e+00 4.666666666666666741e-01 3.517289161682128906e-01 1.260385931745604867e-03 -3.721118809578651110e+01 1.224336732622276561e-03
5.333333333333333259e-01 0.000000000000000000e+00 5.333333333333333259e-01 4.130673408508300781e-01 1.424610685694440880e-03 -3.930562190172413040e+01 1.310517043739359766e-03
5.999999999999999778e-01 0.000000000000000000e+00 5.999999999999999778e-01 4.729962348937988281e-01 1.353090750323325975e-03 -4.160164001860083260e+01 1.316007773957656975e-03
6.666666666666666297e-01 0.000000000000000000e+00 6.666666666666666297e-01 5.240392684936523438e-01 1.384764241733367398e-03 -4.404078369429372941e+01 1.292775968884526125e-03
7.333333333333332815e-01 0.000000000000000000e+00 7.333333333333332815e-01 5.632772445678710938e-01 1.292953933645963173e-03 -4.657380751169620225e+01 1.317163446597807014e-03
8.000000000000000444e-01 0.000000000000000000e+00 8.000000000000000444e-01 5.921158790588378906e-01 1.151990895182865206e-03 -4.918401656897869856e+01 1.335340688298448800e-03
8.666666666666666963e-01 0.000000000000000000e+00 8.666666666666666963e-01 6.137433052062988281e-01 1.136178388403563276e-03 -5.185347551126226051e+01 1.250317339401329012e-03
9.333333333333333481e-01 0.000000000000000000e+00 9.333333333333333481e-01 6.326427459716796875e-01 1.087631218014628197e-03 -5.457310536756801156e+01 1.129588771863473907e-03
1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 6.406166553497314453e-01 1.065899277947981831e-03 -5.732885833514907858e+01 1.045926899368886630e-03
