# hx, hy, hz, energy, energy_var, mag, mag_var, abs_mag, abs_mag_var, wilson, wilson_var, exact_energy
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.799999999804838424e+01 7.914991527300580624e-09 -1.490438873646204495e-10 5.555555554912573052e-02 -1.490438873646204495e-10 5.555555554912573052e-02 9.999999997310279332e-01 1.551089477071716087e-10 -1.800000000000004263e+01
0.000000000000000000e+00 1.000000000000000056e-01 0.000000000000000000e+00 -1.802245305590684410e+01 8.125539873700771219e-04 2.489632707965384190e-02 5.530937712267534889e-02 2.489632707965384190e-02 5.530937712267534889e-02 9.975148582015977983e-01 2.203871458701029892e-03 -1.802251531738383861e+01
0.000000000000000000e+00 2.000000000000000111e-01 0.000000000000000000e+00 -1.808905230369397543e+01 1.448335368711465079e-02 4.896222632407486175e-02 5.435992016380861158e-02 4.896222632407486175e-02 5.435992016380861158e-02 9.903073113521633219e-01 8.525196078124751969e-03 -1.809024916874344058e+01
0.000000000000000000e+00 2.999999999999999889e-01 0.000000000000000000e+00 -1.819879218448079428e+01 5.973083324562872276e-02 7.230910356605357858e-02 5.349724878016244578e-02 7.230910356605357858e-02 5.349724878016244578e-02 9.787060348268561416e-01 1.850941725111412972e-02 -1.820379806900524855e+01
0.000000000000000000e+00 4.000000000000000222e-01 0.000000000000000000e+00 -1.834769935332661106e+01 1.888888188412312097e-01 9.337607524916873014e-02 5.191976260998243387e-02 9.337607524916873014e-02 5.191976260998243387e-02 9.640358936472968043e-01 3.067625525425584504e-02 -1.836428258670437330e+01
0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 -1.799999998989356342e+01 4.500000096920611981e+00 -1.649455346371605305e-11 5.555555555555252711e-02 -1.649455346371605305e-11 5.555555555555252711e-02 9.999999993870580806e-01 3.505946533594494147e-10 -1.857362056414646645e+01
0.000000000000000000e+00 5.999999999999999778e-01 0.000000000000000000e+00 -1.799999999473541479e+01 6.480000053481049349e+00 -7.507025522345224826e-12 5.555555555555506675e-02 -7.507025522345224826e-12 5.555555555555506675e-02 9.999999997600976798e-01 1.384834472474032095e-10 -1.883519989421178664e+01
0.000000000000000000e+00 6.300000000000000044e-01 0.000000000000000000e+00 -1.799999999235756576e+01 7.144200074618089147e+00 -3.414777844174500652e-12 5.555555555555521940e-02 -3.414777844174500652e-12 5.555555555555521940e-02 9.999999995532879993e-01 2.571504874039389845e-10 -1.892471516454996205e+01
0.000000000000000000e+00 6.500000000000000222e-01 0.000000000000000000e+00 -1.799999999636468218e+01 7.605000037988078887e+00 -3.281271997615156460e-13 5.555555555555549002e-02 -3.281271997615156460e-13 5.555555555555549002e-02 9.999999998098310083e-01 1.082759060936856120e-10 -1.898744714195672856e+01
0.000000000000000000e+00 6.999999999999999556e-01 0.000000000000000000e+00 -1.799999999693496733e+01 8.820000029737643743e+00 -3.350781466204194777e-13 5.555555555555553165e-02 -3.350781466204194777e-13 5.555555555555553165e-02 9.999999998123894063e-01 1.105607399406738614e-10 -1.915577034382064170e+01
0.000000000000000000e+00 8.000000000000000444e-01 0.000000000000000000e+00 -1.799999999782552607e+01 1.152000002162160897e+01 -2.051061958951204501e-13 5.555555555555552472e-02 -2.051061958951204501e-13 5.555555555555552472e-02 9.999999998600603845e-01 8.288041480457646337e-11 -1.955178293589627003e+01
