# hx, hy, hz, energy, energy_var, mag, mag_var, abs_mag, abs_mag_var
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -6.399991860099456886e+01 6.510348357381638825e-04 2.168587923140820762e-04 4.629229264669161175e-08 9.794108072916665741e-02 6.078718437088860213e-03
4.200000000000000261e-02 0.000000000000000000e+00 0.000000000000000000e+00 -6.401405892814977960e+01 4.707402917289911525e-04 8.590955748543745163e-03 1.000675483932533458e-02 9.749412536621093750e-02 6.028879226505523548e-03
8.400000000000000522e-02 0.000000000000000000e+00 0.000000000000000000e+00 -6.405289095252146581e+01 2.873939001056768916e-02 2.143336650020018566e-02 1.634653362277486283e-02 9.756565093994140625e-02 6.069058415657005781e-03
1.260000000000000009e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.412534092779191042e+01 5.170681200867581137e-03 3.178087510707661156e-02 1.582244396302936312e-02 9.837055206298828125e-02 6.089765715842077043e-03
1.680000000000000104e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.422465893246554458e+01 8.190544081414982691e-02 4.130082239032585589e-02 1.578114598549909195e-02 9.801801045735676621e-02 6.059490900548148047e-03
2.109999999999999931e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.435538907972268419e+01 1.432693973005270405e-01 5.296057068750974206e-02 1.627994437017207460e-02 9.802436828613281250e-02 6.061502883918970866e-03
2.530000000000000027e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.450753411810877935e+01 8.012356851624656551e-02 6.162091759387310075e-02 1.459166047909703397e-02 9.784666697184243866e-02 6.013607979689872436e-03
2.949999999999999845e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.468294564964597271e+01 2.999150987125602796e-01 7.430983912302688288e-02 1.552929744444292090e-02 9.723313649495442246e-02 5.978998827433517661e-03
2.999999999999999889e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.471691272728932631e+01 3.289921045942542088e-01 7.487440936676548198e-02 1.583946477682318665e-02 9.793472290039062500e-02 6.027173934853635728e-03
3.370000000000000218e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.490557990273977396e+01 5.732957156741791405e-01 8.580785496234732967e-02 1.658998466830175628e-02 9.818426767985025116e-02 5.999701070828045331e-03
3.790000000000000036e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.515388296289425796e+01 1.058876429737721780e+00 9.924518652989140766e-02 1.760345343192037254e-02 9.794298807779946991e-02 5.992832020840271369e-03
4.000000000000000222e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.527880416667298391e+01 1.641019891861376090e+00 1.088433354536505748e-01 1.959523168089837702e-02 9.843953450520832871e-02 6.019435719483428628e-03
4.209999999999999853e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.542650949977164032e+01 1.868769634960809167e+00 1.352970131171666868e-01 3.365160732167610941e-02 9.830474853515625000e-02 5.971448282555987148e-03
4.630000000000000226e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.634360440513076185e+01 7.350558879519107913e-01 7.451435562197327167e-01 7.681274649820188372e-02 9.974352518717446991e-02 5.841036026039445744e-03
5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.824411750220599515e+01 2.769251128047775512e-01 8.439059579189875926e-01 3.800969535752099504e-02 9.957186381022134491e-02 5.760551575399909183e-03
5.050000000000000044e-01 0.000000000000000000e+00 0.000000000000000000e+00 -6.851320266160527694e+01 2.422516721748915747e-01 8.494090462982241130e-01 3.642107132672876141e-02 9.927622477213540741e-02 5.747992073237480695e-03
5.470000000000000417e-01 0.000000000000000000e+00 0.000000000000000000e+00 -7.083703399995985706e+01 1.537159624354036969e-01 8.783827931246183107e-01 2.864777979292478308e-02 9.936968485514321991e-02 5.745182104470181357e-03
5.889999999999999680e-01 0.000000000000000000e+00 0.000000000000000000e+00 -7.322496232759205270e+01 1.123568290151526067e-01 8.973261779338802535e-01 2.392655749978537388e-02 9.931151072184243866e-02 5.758220392837958002e-03
5.999999999999999778e-01 0.000000000000000000e+00 0.000000000000000000e+00 -7.385686917021041609e+01 1.049498447891817482e-01 9.018821012415966232e-01 2.305489710156091721e-02 9.909534454345703125e-02 5.733477840900983238e-03
6.320000000000000062e-01 0.000000000000000000e+00 0.000000000000000000e+00 -7.571598058436552492e+01 8.902182438265882070e-02 9.134418606670393626e-01 2.067450098272562847e-02 9.949111938476562500e-02 5.780101739219389856e-03
6.740000000000000435e-01 0.000000000000000000e+00 0.000000000000000000e+00 -7.818569502120521975e+01 7.200182412071329252e-02 9.249575643942502534e-01 1.788713144152624668e-02 9.923807779947915741e-02 5.763233923870656611e-03
7.159999999999999698e-01 0.000000000000000000e+00 0.000000000000000000e+00 -8.068592866207167447e+01 6.073334283533765587e-02 9.344271957816101537e-01 1.582049450589649575e-02 9.947999318440754746e-02 5.761642654053704404e-03
7.580000000000000071e-01 0.000000000000000000e+00 0.000000000000000000e+00 -8.320634335171844498e+01 5.137866984150094019e-02 9.415695542699842324e-01 1.410936956500662490e-02 9.945329030354817246e-02 5.767868683708204415e-03
8.000000000000000444e-01 0.000000000000000000e+00 0.000000000000000000e+00 -8.574625800187536129e+01 4.451620461705868559e-02 9.477036484586440768e-01 1.263155186449441310e-02 9.916973114013671875e-02 5.740286589874206598e-03
