# hx, hy, hz, mag, mag_var, susceptibility, sus_var, energy, energy_var
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.266500473022460938e-03 2.686366915739724862e-03 9.999998577888575824e-01 3.469446951953614189e-18 -1.279995105485288320e+02 3.388275447767227430e-04
6.666666666666666574e-02 0.000000000000000000e+00 6.666666666666666574e-02 -2.763396501541137695e-02 2.724647198259374375e-03 9.999940340935744576e-01 nan -1.282837213528691223e+02 5.438390658031725441e-04
1.333333333333333315e-01 0.000000000000000000e+00 1.333333333333333315e-01 -6.974983215332031250e-02 2.668334284607330395e-03 9.999619918821449627e-01 0.000000000000000000e+00 -1.291378180423618005e+02 1.635323020199371848e-03
2.000000000000000111e-01 0.000000000000000000e+00 2.000000000000000111e-01 -1.093415617942810059e-01 2.636281385162798658e-03 9.999065970536278325e-01 1.387778780781445676e-17 -1.306231904792612681e+02 2.593474328449741056e-03
2.666666666666666630e-01 0.000000000000000000e+00 2.666666666666666630e-01 -1.508600115776062012e-01 2.585240077129870133e-03 9.998221973195847712e-01 0.000000000000000000e+00 -1.327167956807380165e+02 5.210928061664922388e-03
3.333333333333333148e-01 0.000000000000000000e+00 3.333333333333333148e-01 -2.087560296058654785e-01 1.186079034880734191e-03 9.996595384383067939e-01 3.469446951953614189e-18 -1.358604523049535260e+02 2.806327713719306699e-03
4.000000000000000222e-01 0.000000000000000000e+00 4.000000000000000222e-01 -2.610795497894287109e-01 7.411902388525330992e-04 9.994674802240763878e-01 3.469446951953614189e-18 -1.413160074390104626e+02 1.790185958378082967e-03
4.666666666666666741e-01 0.000000000000000000e+00 4.666666666666666741e-01 -3.224070072174072266e-01 7.504817474058425109e-04 9.991879197007587088e-01 nan -1.485485748883353949e+02 1.871457756322626904e-03
5.333333333333333259e-01 0.000000000000000000e+00 5.333333333333333259e-01 -3.956132531166076660e-01 8.327957533527412986e-04 9.987772668278011023e-01 3.469446951953614189e-18 -1.569252050245747512e+02 2.379814862535773769e-03
5.999999999999999778e-01 0.000000000000000000e+00 5.999999999999999778e-01 -4.722771048545837402e-01 8.449103297286345189e-04 9.982574557517976954e-01 3.469446951953614189e-18 -1.661127303477241526e+02 2.781085501621769710e-03
6.666666666666666297e-01 0.000000000000000000e+00 6.666666666666666297e-01 -5.396550297737121582e-01 8.148400583301535849e-04 9.977247847565618999e-01 0.000000000000000000e+00 -1.759280524147245046e+02 2.822355212478007327e-03
7.333333333333332815e-01 0.000000000000000000e+00 7.333333333333332815e-01 -5.778633952140808105e-01 7.016078184864791472e-04 9.973912023161846108e-01 1.040834085586084257e-17 -1.860770531250662998e+02 2.970862360765014112e-03
8.000000000000000444e-01 0.000000000000000000e+00 8.000000000000000444e-01 -6.023841500282287598e-01 6.532785842351925346e-04 9.971651041858963227e-01 3.469446951953614189e-18 -1.965552536419557441e+02 2.935008006454967872e-03
8.666666666666666963e-01 0.000000000000000000e+00 8.666666666666666963e-01 -6.223220825195312500e-01 5.910472313494526510e-04 9.969743377000668261e-01 nan -2.072637460078871356e+02 2.800083533811055340e-03
9.333333333333333481e-01 0.000000000000000000e+00 9.333333333333333481e-01 -6.358740925788879395e-01 5.480257468673437396e-04 9.968411260811481656e-01 1.040834085586084257e-17 -2.181821951235873485e+02 2.451840474178379123e-03
1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -6.456600427627563477e-01 5.024359803581646263e-04 9.967431492904655910e-01 nan -2.292194016861602677e+02 2.346492322862242085e-03
