# hx, hy, hz, mag, mag_var, susceptibility, sus_var, energy, energy_var
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.914810180664061828e-04 7.291822870256002131e-04 9.999999150388168001e-01 4.250855907563281533e-07 -1.932832024758850480e+02 2.373629006834186012e-02
6.666666666666666574e-02 0.000000000000000000e+00 6.666666666666666574e-02 -3.163761138916015847e-02 6.187438456968611137e-04 9.989990615455879297e-01 3.915115467918165224e-05 -1.928179844612797638e+02 1.587950532568446413e-02
1.333333333333333315e-01 0.000000000000000000e+00 1.333333333333333315e-01 -6.463592529296875722e-02 4.827148064120841630e-04 9.958221971615213164e-01 6.240143633012162514e-05 -1.938397787436168755e+02 1.089613682775047998e-02
2.000000000000000111e-01 0.000000000000000000e+00 2.000000000000000111e-01 -9.777801513671878497e-02 4.369330533098012069e-04 9.904394597559245117e-01 8.544489340051635777e-05 -1.968145061280180244e+02 8.819569543725364405e-03
2.666666666666666630e-01 0.000000000000000000e+00 2.666666666666666630e-01 -1.312047195434570823e-01 3.728249503342438687e-04 9.827853215695225852e-01 9.783278609481467047e-05 -2.021366904194281346e+02 6.614763331820737620e-03
3.333333333333333148e-01 0.000000000000000000e+00 3.333333333333333148e-01 -1.653493118286133712e-01 3.614189748209863714e-04 9.726596050778036906e-01 1.195207575369053370e-04 -2.098226051227524067e+02 4.983141833247632310e-03
4.000000000000000222e-01 0.000000000000000000e+00 4.000000000000000222e-01 -1.996061706542969771e-01 3.264694993431385282e-04 9.601573766367277329e-01 1.303306531986194415e-04 -2.196792596291780342e+02 3.986662359417363251e-03
4.666666666666666741e-01 0.000000000000000000e+00 4.666666666666666741e-01 -2.368521118164063632e-01 3.115587076146374319e-04 9.439010771281083345e-01 1.475866757066349655e-04 -2.313466390714340832e+02 3.615922379214981178e-03
5.333333333333333259e-01 0.000000000000000000e+00 5.333333333333333259e-01 -2.721965789794923429e-01 3.151342153098529632e-04 9.259090223918623463e-01 1.715569106534567314e-04 -2.443753100651513535e+02 3.782022531398012734e-03
5.999999999999999778e-01 0.000000000000000000e+00 5.999999999999999778e-01 -3.088048553466798962e-01 3.499429398681523857e-04 9.046395613143178860e-01 2.161281578511523168e-04 -2.585196522124653029e+02 4.434573083331207199e-03
6.666666666666666297e-01 0.000000000000000000e+00 6.666666666666666297e-01 -3.455438613891603783e-01 3.174713790878961077e-04 8.805994398562689840e-01 2.194005724211467987e-04 -2.735365525806352025e+02 4.325454744887657042e-03
7.333333333333332815e-01 0.000000000000000000e+00 7.333333333333332815e-01 -3.797493743896486751e-01 3.336545795636398784e-04 8.557904126506719056e-01 2.534102357030666307e-04 -2.892364277316434595e+02 5.097394264732279384e-03
8.000000000000000444e-01 0.000000000000000000e+00 8.000000000000000444e-01 -4.151785278320314632e-01 3.239524961392981203e-04 8.276267900272287203e-01 2.689962408692512185e-04 -3.055246494989678467e+02 5.189114799922497911e-03
8.666666666666666963e-01 0.000000000000000000e+00 8.666666666666666963e-01 -4.477764129638674429e-01 3.362576685895180212e-04 7.994962839932147070e-01 3.011365053452144300e-04 -3.222771973972156729e+02 5.651868222108940611e-03
9.333333333333333481e-01 0.000000000000000000e+00 9.333333333333333481e-01 -4.781793594360354560e-01 3.330435488448202212e-04 7.713445002093418656e-01 3.185091017018414701e-04 -3.393652563063893695e+02 5.825296421521549209e-03
1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -5.061513519287113017e-01 3.334363024872047149e-04 7.438108089407406975e-01 3.375384705720200097e-04 -3.567403435058368473e+02 6.103214554858116085e-03
