# hx, hy, hz, mag, mag_var, energy, energy_var
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.111032104492187533e-01 2.020713371282945297e-04 -4.999999983326728170e+01 2.054804597302761342e-07
4.000000000000000083e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.110241699218749989e-01 2.066490696112689446e-04 -5.001942399288533636e+01 2.541082036773513117e-04
8.000000000000000167e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.111618041992187556e-01 2.092240672594255287e-04 -5.008016765062566833e+01 1.638671251235962391e-04
1.199999999999999956e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.112300109863281206e-01 2.072107307679922237e-04 -5.018221095392897979e+01 1.443361334414100029e-04
1.600000000000000033e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.113613891601562544e-01 1.989071491585866168e-04 -5.032708551306275524e+01 2.341033579343316064e-04
1.999999999999999833e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.110151672363281355e-01 1.850202882133381921e-04 -5.051755531730712789e+01 5.332505227699407043e-04
2.399999999999999911e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.111534118652343778e-01 1.858816392203570299e-04 -5.076468764459035299e+01 5.259134841050558786e-04
2.799999999999999711e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.113919067382812544e-01 1.737874083963496783e-04 -5.107491858784946714e+01 7.540353550060766323e-04
3.200000000000000067e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.113215637207031344e-01 1.684919534415227783e-04 -5.149420171886359299e+01 9.457777697388193095e-04
3.599999999999999867e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.113810729980468789e-01 1.731372930018998618e-04 -5.214949335611612469e+01 7.096625394501243373e-04
3.999999999999999667e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.116264343261718778e-01 1.723971797837719046e-04 -5.311673014268174597e+01 4.530930355306593137e-04
4.399999999999999467e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.116569519042968778e-01 1.702175636063173105e-04 -5.431673615979014613e+01 3.035867387654013418e-04
4.799999999999999822e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.119224548339843861e-01 1.705815300496617130e-04 -5.567142212734233908e+01 1.774069699552436620e-04
5.200000000000000178e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.118283081054687600e-01 1.736530052177381466e-04 -5.713404806614721565e+01 1.280270974097785525e-04
5.599999999999999423e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.121478271484375039e-01 1.664338711829264276e-04 -5.867870450507415114e+01 9.683294851293465576e-05
5.999999999999999778e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.120294189453125144e-01 1.804234035108262914e-04 -6.028760838519700371e+01 9.991867776332282890e-05
